bank,date,web_traffic,number_of_employee,assets_under_management,number_of_branches,age,has_stores,founded_before_2000,cross_visitation,rank,category_best_salary_accounts_helmycash,category_best_savings_accounts_helpmycash,incentive,apr,mentions
n26,2023-08-01,11489.221891729097,1500,8000000000,0,11,0,0,0.06932409107685089,9.0,0,0,300€,2%,1
n26,2023-08-01,11489.221891729097,1500,8000000000,0,11,0,0,0.06932409107685089,3.0,1,0,300€,2%,1
n26,2023-08-01,11489.221891729097,1500,8000000000,0,11,0,0,0.06932409107685089,10.0,0,1,300€,2%,1
n26,2023-08-01,9104.383956197371,1500,8000000000,0,11,0,0,0.06932409107685089,9.0,0,0,300€,2%,1
n26,2023-08-01,9104.383956197371,1500,8000000000,0,11,0,0,0.06932409107685089,3.0,1,0,300€,2%,1
n26,2023-08-01,9104.383956197371,1500,8000000000,0,11,0,0,0.06932409107685089,10.0,0,1,300€,2%,1
n26,2023-09-01,6403.965627919878,1500,8000000000,0,11,0,0,0.05336426943540573,10.0,0,0,300€,2%,0
n26,2023-09-01,6403.965627919878,1500,8000000000,0,11,0,0,0.05336426943540573,10.0,1,0,300€,2%,0
n26,2023-09-01,6403.965627919878,1500,8000000000,0,11,0,0,0.05336426943540573,10.0,0,1,300€,2%,0
n26,2023-09-01,7935.475920146254,1500,8000000000,0,11,0,0,0.05336426943540573,10.0,0,0,300€,2%,0
n26,2023-09-01,7935.475920146254,1500,8000000000,0,11,0,0,0.05336426943540573,10.0,1,0,300€,2%,0
n26,2023-09-01,7935.475920146254,1500,8000000000,0,11,0,0,0.05336426943540573,10.0,0,1,300€,2%,0
n26,2023-10-01,6319.372965945205,1500,8000000000,0,11,0,0,0.0589473694562912,10.0,0,0,300€,2%,5
n26,2023-10-01,6319.372965945205,1500,8000000000,0,11,0,0,0.0589473694562912,10.0,1,0,300€,2%,5
n26,2023-10-01,6319.372965945205,1500,8000000000,0,11,0,0,0.0589473694562912,10.0,0,1,300€,2%,5
n26,2023-10-01,8796.029983827872,1500,8000000000,0,11,0,0,0.0589473694562912,10.0,0,0,300€,2%,5
n26,2023-10-01,8796.029983827872,1500,8000000000,0,11,0,0,0.0589473694562912,10.0,1,0,300€,2%,5
n26,2023-10-01,8796.029983827872,1500,8000000000,0,11,0,0,0.0589473694562912,10.0,0,1,300€,2%,5
n26,2023-11-01,5037.106188622178,1500,8000000000,0,11,0,0,0.0760233923792839,9.0,0,0,300€,2%,2
n26,2023-11-01,5037.106188622178,1500,8000000000,0,11,0,0,0.0760233923792839,6.0,1,0,300€,2%,2
n26,2023-11-01,5037.106188622178,1500,8000000000,0,11,0,0,0.0760233923792839,6.0,0,1,300€,2%,2
n26,2023-11-01,9529.609109058978,1500,8000000000,0,11,0,0,0.0760233923792839,9.0,0,0,300€,2%,2
n26,2023-11-01,9529.609109058978,1500,8000000000,0,11,0,0,0.0760233923792839,6.0,1,0,300€,2%,2
n26,2023-11-01,9529.609109058978,1500,8000000000,0,11,0,0,0.0760233923792839,6.0,0,1,300€,2%,2
n26,2023-12-01,6233.761119561585,1500,8000000000,0,11,0,0,0.092261902987957,9.0,0,0,300€,2%,1
n26,2023-12-01,6233.761119561585,1500,8000000000,0,11,0,0,0.092261902987957,6.0,1,0,300€,2%,1
n26,2023-12-01,6233.761119561585,1500,8000000000,0,11,0,0,0.092261902987957,6.0,0,1,300€,2%,1
n26,2023-12-01,12034.247890228125,1500,8000000000,0,11,0,0,0.092261902987957,9.0,0,0,300€,2%,1
n26,2023-12-01,12034.247890228125,1500,8000000000,0,11,0,0,0.092261902987957,6.0,1,0,300€,2%,1
n26,2023-12-01,12034.247890228125,1500,8000000000,0,11,0,0,0.092261902987957,6.0,0,1,300€,2%,1
banc sabadell,2021-12-01,20611.877467019578,19316,253000000000,1594,143,1,1,0.07022900879383087,6.0,0,0,300€,2%,0
banc sabadell,2021-12-01,20611.877467019578,19316,253000000000,1594,143,1,1,0.07022900879383087,6.0,1,0,300€,2%,0
banc sabadell,2021-12-01,20611.877467019578,19316,253000000000,1594,143,1,1,0.07022900879383087,2.0,0,1,300€,2%,0
banc sabadell,2021-12-01,20611.877467019578,19316,253000000000,1594,143,1,1,0.07022900879383087,2.0,0,1,300€,2%,0
banc sabadell,2022-01-01,28890.415604773065,19316,253000000000,1594,143,1,1,0.08460471779108047,2.0,0,0,300€,2%,0
banc sabadell,2022-01-01,28890.415604773065,19316,253000000000,1594,143,1,1,0.08460471779108047,2.0,1,0,300€,2%,0
banc sabadell,2022-01-01,28890.415604773065,19316,253000000000,1594,143,1,1,0.08460471779108047,2.0,0,1,300€,2%,0
banc sabadell,2022-01-01,28890.415604773065,19316,253000000000,1594,143,1,1,0.08460471779108047,2.0,0,1,300€,2%,0
banc sabadell,2022-02-01,24924.68118436902,19316,253000000000,1594,143,1,1,0.05962059646844864,2.0,0,0,300€,2%,0
banc sabadell,2022-02-01,24924.68118436902,19316,253000000000,1594,143,1,1,0.05962059646844864,2.0,1,0,300€,2%,0
banc sabadell,2022-02-01,24924.68118436902,19316,253000000000,1594,143,1,1,0.05962059646844864,2.0,0,1,300€,2%,0
banc sabadell,2022-02-01,24924.68118436902,19316,253000000000,1594,143,1,1,0.05962059646844864,2.0,0,1,300€,2%,0
banc sabadell,2022-03-01,23968.596015124363,19316,253000000000,1594,143,1,1,0.0676506757736206,2.0,0,0,300€,2%,0
banc sabadell,2022-03-01,23968.596015124363,19316,253000000000,1594,143,1,1,0.0676506757736206,2.0,1,0,300€,2%,0
banc sabadell,2022-03-01,23968.596015124363,19316,253000000000,1594,143,1,1,0.0676506757736206,2.0,0,1,300€,2%,0
banc sabadell,2022-03-01,23968.596015124363,19316,253000000000,1594,143,1,1,0.0676506757736206,2.0,0,1,300€,2%,0
banc sabadell,2022-04-01,27150.311204916776,19316,253000000000,1594,143,1,1,0.06400742381811142,2.0,0,0,300€,2%,0
banc sabadell,2022-04-01,27150.311204916776,19316,253000000000,1594,143,1,1,0.06400742381811142,2.0,1,0,300€,2%,0
banc sabadell,2022-04-01,27150.311204916776,19316,253000000000,1594,143,1,1,0.06400742381811142,2.0,0,1,300€,2%,0
banc sabadell,2022-04-01,27150.311204916776,19316,253000000000,1594,143,1,1,0.06400742381811142,2.0,0,1,300€,2%,0
banc sabadell,2022-05-01,12267.129452972538,19316,253000000000,1594,143,1,1,0.06560846418142319,2.0,0,0,300€,2%,0
banc sabadell,2022-05-01,12267.129452972538,19316,253000000000,1594,143,1,1,0.06560846418142319,2.0,1,0,300€,2%,0
banc sabadell,2022-05-01,12267.129452972538,19316,253000000000,1594,143,1,1,0.06560846418142319,3.0,0,1,300€,2%,0
banc sabadell,2022-05-01,12267.129452972538,19316,253000000000,1594,143,1,1,0.06560846418142319,3.0,0,1,300€,2%,0
banc sabadell,2022-06-01,27765.9781710917,19316,253000000000,1594,143,1,1,0.06561680138111115,3.0,0,0,300€,2%,0
banc sabadell,2022-06-01,27765.9781710917,19316,253000000000,1594,143,1,1,0.06561680138111115,3.0,1,0,300€,2%,0
banc sabadell,2022-06-01,27765.9781710917,19316,253000000000,1594,143,1,1,0.06561680138111115,2.0,0,1,300€,2%,0
banc sabadell,2022-06-01,27765.9781710917,19316,253000000000,1594,143,1,1,0.06561680138111115,2.0,0,1,300€,2%,0
banc sabadell,2022-07-01,33651.426645391424,19316,253000000000,1594,143,1,1,0.0767807587981224,2.0,0,0,300€,2%,0
banc sabadell,2022-07-01,33651.426645391424,19316,253000000000,1594,143,1,1,0.0767807587981224,2.0,1,0,300€,2%,0
banc sabadell,2022-07-01,33651.426645391424,19316,253000000000,1594,143,1,1,0.0767807587981224,2.0,0,1,300€,2%,0
banc sabadell,2022-07-01,33651.426645391424,19316,253000000000,1594,143,1,1,0.0767807587981224,2.0,0,1,300€,2%,0
banc sabadell,2022-08-01,36382.54241811369,19316,253000000000,1594,143,1,1,0.07910271733999252,2.0,0,0,300€,2%,0
banc sabadell,2022-08-01,36382.54241811369,19316,253000000000,1594,143,1,1,0.07910271733999252,5.0,1,0,300€,2%,0
banc sabadell,2022-08-01,36382.54241811369,19316,253000000000,1594,143,1,1,0.07910271733999252,5.0,0,1,300€,2%,0
banc sabadell,2022-08-01,36382.54241811369,19316,253000000000,1594,143,1,1,0.07910271733999252,5.0,0,1,300€,2%,0
banc sabadell,2022-09-01,40102.3719438098,19316,253000000000,1594,143,1,1,0.07531760632991791,2.0,0,0,0,2%,0
banc sabadell,2022-09-01,40102.3719438098,19316,253000000000,1594,143,1,1,0.07531760632991791,5.0,1,0,0,2%,0
banc sabadell,2022-09-01,40102.3719438098,19316,253000000000,1594,143,1,1,0.07531760632991791,5.0,0,1,0,2%,0
banc sabadell,2022-09-01,40102.3719438098,19316,253000000000,1594,143,1,1,0.07531760632991791,5.0,0,1,0,2%,0
banc sabadell,2022-10-01,18165.133261740248,19316,253000000000,1594,143,1,1,0.0710710734128952,5.0,0,0,0,2%,0
banc sabadell,2022-10-01,18165.133261740248,19316,253000000000,1594,143,1,1,0.0710710734128952,5.0,1,0,0,2%,0
banc sabadell,2022-10-01,18165.133261740248,19316,253000000000,1594,143,1,1,0.0710710734128952,5.0,0,1,0,2%,0
banc sabadell,2022-10-01,18165.133261740248,19316,253000000000,1594,143,1,1,0.0710710734128952,5.0,0,1,0,2%,0
banc sabadell,2022-11-01,32183.327434895953,19316,253000000000,1594,143,1,1,0.07508833706378937,6.0,0,0,0,2%,0
banc sabadell,2022-11-01,32183.327434895953,19316,253000000000,1594,143,1,1,0.07508833706378937,6.0,1,0,0,2%,0
banc sabadell,2022-11-01,32183.327434895953,19316,253000000000,1594,143,1,1,0.07508833706378937,6.0,0,1,0,2%,0
banc sabadell,2022-11-01,32183.327434895953,19316,253000000000,1594,143,1,1,0.07508833706378937,2.0,0,1,0,2%,0
banc sabadell,2022-12-01,44020.33598295302,19316,253000000000,1594,143,1,1,0.10226049274206161,2.0,0,0,0,2%,0
banc sabadell,2022-12-01,44020.33598295302,19316,253000000000,1594,143,1,1,0.10226049274206161,2.0,1,0,0,2%,0
banc sabadell,2022-12-01,44020.33598295302,19316,253000000000,1594,143,1,1,0.10226049274206161,2.0,0,1,0,2%,0
banc sabadell,2022-12-01,44020.33598295302,19316,253000000000,1594,143,1,1,0.10226049274206161,4.0,0,1,0,2%,0
banc sabadell,2023-01-01,62312.793075368056,19316,253000000000,1594,143,1,1,0.09244532883167267,1.0,0,0,0,2%,0
banc sabadell,2023-01-01,62312.793075368056,19316,253000000000,1594,143,1,1,0.09244532883167267,1.0,1,0,0,2%,0
banc sabadell,2023-01-01,62312.793075368056,19316,253000000000,1594,143,1,1,0.09244532883167267,1.0,0,1,0,2%,0
banc sabadell,2023-01-01,62312.793075368056,19316,253000000000,1594,143,1,1,0.09244532883167267,4.0,0,1,0,2%,0
banc sabadell,2023-02-01,45136.357494715296,19316,253000000000,1594,143,1,1,0.08210784196853638,6.0,0,0,0,2%,0
banc sabadell,2023-02-01,45136.357494715296,19316,253000000000,1594,143,1,1,0.08210784196853638,4.0,1,0,0,2%,0
banc sabadell,2023-02-01,45136.357494715296,19316,253000000000,1594,143,1,1,0.08210784196853638,4.0,0,1,0,2%,0
banc sabadell,2023-02-01,45136.357494715296,19316,253000000000,1594,143,1,1,0.08210784196853638,6.0,0,1,0,2%,0
banc sabadell,2023-03-01,45176.84391601955,19316,253000000000,1594,143,1,1,0.0793522298336029,2.0,0,0,0,2%,0
banc sabadell,2023-03-01,45176.84391601955,19316,253000000000,1594,143,1,1,0.0793522298336029,2.0,1,0,0,2%,0
banc sabadell,2023-03-01,45176.84391601955,19316,253000000000,1594,143,1,1,0.0793522298336029,2.0,0,1,0,2%,0
banc sabadell,2023-03-01,45176.84391601955,19316,253000000000,1594,143,1,1,0.0793522298336029,7.0,0,1,0,2%,0
banc sabadell,2023-04-01,31605.25034550236,19316,253000000000,1594,143,1,1,0.0813528299331665,7.0,0,0,250,2%,0
banc sabadell,2023-04-01,31605.25034550236,19316,253000000000,1594,143,1,1,0.0813528299331665,7.0,1,0,250,2%,0
banc sabadell,2023-04-01,31605.25034550236,19316,253000000000,1594,143,1,1,0.0813528299331665,7.0,0,1,250,2%,0
banc sabadell,2023-04-01,31605.25034550236,19316,253000000000,1594,143,1,1,0.0813528299331665,7.0,0,1,250,2%,0
banc sabadell,2023-05-01,40352.96900686287,19316,253000000000,1594,143,1,1,0.07748538255691528,7.0,0,0,250,2%,0
banc sabadell,2023-05-01,40352.96900686287,19316,253000000000,1594,143,1,1,0.07748538255691528,7.0,1,0,250,2%,0
banc sabadell,2023-05-01,40352.96900686287,19316,253000000000,1594,143,1,1,0.07748538255691528,7.0,0,1,250,2%,0
banc sabadell,2023-05-01,40352.96900686287,19316,253000000000,1594,143,1,1,0.07748538255691528,7.0,0,1,250,2%,0
banc sabadell,2023-06-01,35514.73489812541,19316,253000000000,1594,143,1,1,0.08195211738348007,7.0,0,0,250,2%,0
banc sabadell,2023-06-01,35514.73489812541,19316,253000000000,1594,143,1,1,0.08195211738348007,7.0,1,0,250,2%,0
banc sabadell,2023-06-01,35514.73489812541,19316,253000000000,1594,143,1,1,0.08195211738348007,7.0,0,1,250,2%,0
banc sabadell,2023-06-01,35514.73489812541,19316,253000000000,1594,143,1,1,0.08195211738348007,7.0,0,1,250,2%,0
banc sabadell,2023-07-01,21331.91578388771,19316,253000000000,1594,143,1,1,0.0917622521519661,2.0,0,0,250,2%,0
banc sabadell,2023-07-01,21331.91578388771,19316,253000000000,1594,143,1,1,0.0917622521519661,1.0,1,0,250,2%,0
banc sabadell,2023-07-01,21331.91578388771,19316,253000000000,1594,143,1,1,0.0917622521519661,1.0,0,1,250,2%,0
banc sabadell,2023-07-01,21331.91578388771,19316,253000000000,1594,143,1,1,0.0917622521519661,7.0,0,1,250,2%,0
banc sabadell,2023-08-01,18200.440263664634,19316,253000000000,1594,143,1,1,0.09285714477300644,1.0,0,0,250,2%,0
banc sabadell,2023-08-01,18200.440263664634,19316,253000000000,1594,143,1,1,0.09285714477300644,1.0,1,0,250,2%,0
banc sabadell,2023-08-01,18200.440263664634,19316,253000000000,1594,143,1,1,0.09285714477300644,1.0,0,1,250,2%,0
banc sabadell,2023-08-01,18200.440263664634,19316,253000000000,1594,143,1,1,0.09285714477300644,8.0,0,1,250,2%,0
banc sabadell,2023-09-01,11592.195403930802,19316,253000000000,1594,143,1,1,0.08618784695863724,8.0,0,0,250,2%,0
banc sabadell,2023-09-01,11592.195403930802,19316,253000000000,1594,143,1,1,0.08618784695863724,8.0,1,0,250,2%,0
banc sabadell,2023-09-01,11592.195403930802,19316,253000000000,1594,143,1,1,0.08618784695863724,8.0,0,1,250,2%,0
banc sabadell,2023-09-01,11592.195403930802,19316,253000000000,1594,143,1,1,0.08618784695863724,8.0,0,1,250,2%,0
banc sabadell,2023-10-01,15965.007608487931,19316,253000000000,1594,143,1,1,0.09930069744586945,8.0,0,0,250,2%,0
banc sabadell,2023-10-01,15965.007608487931,19316,253000000000,1594,143,1,1,0.09930069744586945,8.0,1,0,250,2%,0
banc sabadell,2023-10-01,15965.007608487931,19316,253000000000,1594,143,1,1,0.09930069744586945,8.0,0,1,250,2%,0
banc sabadell,2023-10-01,15965.007608487931,19316,253000000000,1594,143,1,1,0.09930069744586945,8.0,0,1,250,2%,0
banc sabadell,2023-11-01,29518.772024870043,19316,253000000000,1594,143,1,1,0.0917431190609932,2.823529411764706,0,0,250,2%,0
banc sabadell,2023-11-01,29518.772024870043,19316,253000000000,1594,143,1,1,0.0917431190609932,1.0,1,0,250,2%,0
banc sabadell,2023-11-01,29518.772024870043,19316,253000000000,1594,143,1,1,0.0917431190609932,1.0,0,1,250,2%,0
banc sabadell,2023-11-01,29518.772024870043,19316,253000000000,1594,143,1,1,0.0917431190609932,1.0,0,1,250,2%,0
banc sabadell,2023-12-01,33315.90213484227,19316,253000000000,1594,143,1,1,0.1413881778717041,3.2580645161290325,0,0,250,2%,0
banc sabadell,2023-12-01,33315.90213484227,19316,253000000000,1594,143,1,1,0.1413881778717041,1.0,1,0,250,2%,0
banc sabadell,2023-12-01,33315.90213484227,19316,253000000000,1594,143,1,1,0.1413881778717041,1.0,0,1,250,2%,0
banc sabadell,2023-12-01,33315.90213484227,19316,253000000000,1594,143,1,1,0.1413881778717041,1.0,0,1,250,2%,0
ing,2021-12-01,24449.39365384191,60778,976000000000,1660,33,1,1,0.12085561454296112,2.0,0,0,250,2%,7
ing,2021-12-01,24449.39365384191,60778,976000000000,1660,33,1,1,0.12085561454296112,2.0,0,0,250,2%,7
ing,2021-12-01,24449.39365384191,60778,976000000000,1660,33,1,1,0.12085561454296112,2.0,1,0,250,2%,7
ing,2021-12-01,24449.39365384191,60778,976000000000,1660,33,1,1,0.12085561454296112,11.0,0,1,250,2%,7
ing,2021-12-01,24448.706785556056,60778,976000000000,1660,33,1,1,0.12085561454296112,2.0,0,0,250,2%,7
ing,2021-12-01,24448.706785556056,60778,976000000000,1660,33,1,1,0.12085561454296112,2.0,0,0,250,2%,7
ing,2021-12-01,24448.706785556056,60778,976000000000,1660,33,1,1,0.12085561454296112,2.0,1,0,250,2%,7
ing,2021-12-01,24448.706785556056,60778,976000000000,1660,33,1,1,0.12085561454296112,11.0,0,1,250,2%,7
ing,2022-01-01,24463.625736999373,60778,976000000000,1660,33,1,1,0.12127045542001724,2.0,0,0,250,2%,4
ing,2022-01-01,24463.625736999373,60778,976000000000,1660,33,1,1,0.12127045542001724,2.0,0,0,250,2%,4
ing,2022-01-01,24463.625736999373,60778,976000000000,1660,33,1,1,0.12127045542001724,2.0,1,0,250,2%,4
ing,2022-01-01,24463.625736999373,60778,976000000000,1660,33,1,1,0.12127045542001724,11.0,0,1,250,2%,4
ing,2022-01-01,24463.492621359983,60778,976000000000,1660,33,1,1,0.12127045542001724,2.0,0,0,250,2%,4
ing,2022-01-01,24463.492621359983,60778,976000000000,1660,33,1,1,0.12127045542001724,2.0,0,0,250,2%,4
ing,2022-01-01,24463.492621359983,60778,976000000000,1660,33,1,1,0.12127045542001724,2.0,1,0,250,2%,4
ing,2022-01-01,24463.492621359983,60778,976000000000,1660,33,1,1,0.12127045542001724,11.0,0,1,250,2%,4
ing,2022-02-01,24456.83945499643,60778,976000000000,1660,33,1,1,0.09860475361347198,2.0,0,0,250,2%,7
ing,2022-02-01,24456.83945499643,60778,976000000000,1660,33,1,1,0.09860475361347198,2.0,0,0,250,2%,7
ing,2022-02-01,24456.83945499643,60778,976000000000,1660,33,1,1,0.09860475361347198,2.0,1,0,250,2%,7
ing,2022-02-01,24456.83945499643,60778,976000000000,1660,33,1,1,0.09860475361347198,11.0,0,1,250,2%,7
ing,2022-02-01,24456.44166872823,60778,976000000000,1660,33,1,1,0.09860475361347198,2.0,0,0,250,2%,7
ing,2022-02-01,24456.44166872823,60778,976000000000,1660,33,1,1,0.09860475361347198,2.0,0,0,250,2%,7
ing,2022-02-01,24456.44166872823,60778,976000000000,1660,33,1,1,0.09860475361347198,2.0,1,0,250,2%,7
ing,2022-02-01,24456.44166872823,60778,976000000000,1660,33,1,1,0.09860475361347198,11.0,0,1,250,2%,7
ing,2022-03-01,24455.72583489321,60778,976000000000,1660,33,1,1,0.12055641412734985,11.0,0,0,250,2%,4
ing,2022-03-01,24455.72583489321,60778,976000000000,1660,33,1,1,0.12055641412734985,11.0,0,0,250,2%,4
ing,2022-03-01,24455.72583489321,60778,976000000000,1660,33,1,1,0.12055641412734985,11.0,1,0,250,2%,4
ing,2022-03-01,24455.72583489321,60778,976000000000,1660,33,1,1,0.12055641412734985,11.0,0,1,250,2%,4
ing,2022-03-01,24455.281024091462,60778,976000000000,1660,33,1,1,0.12055641412734985,11.0,0,0,250,2%,4
ing,2022-03-01,24455.281024091462,60778,976000000000,1660,33,1,1,0.12055641412734985,11.0,0,0,250,2%,4
ing,2022-03-01,24455.281024091462,60778,976000000000,1660,33,1,1,0.12055641412734985,11.0,1,0,250,2%,4
ing,2022-03-01,24455.281024091462,60778,976000000000,1660,33,1,1,0.12055641412734985,11.0,0,1,250,2%,4
ing,2022-04-01,24461.18450929176,60778,976000000000,1660,33,1,1,0.1145404651761055,11.0,0,0,250,2%,4
ing,2022-04-01,24461.18450929176,60778,976000000000,1660,33,1,1,0.1145404651761055,11.0,0,0,250,2%,4
ing,2022-04-01,24461.18450929176,60778,976000000000,1660,33,1,1,0.1145404651761055,11.0,1,0,250,2%,4
ing,2022-04-01,24461.18450929176,60778,976000000000,1660,33,1,1,0.1145404651761055,11.0,0,1,250,2%,4
ing,2022-04-01,24460.96276963499,60778,976000000000,1660,33,1,1,0.1145404651761055,11.0,0,0,250,2%,4
ing,2022-04-01,24460.96276963499,60778,976000000000,1660,33,1,1,0.1145404651761055,11.0,0,0,250,2%,4
ing,2022-04-01,24460.96276963499,60778,976000000000,1660,33,1,1,0.1145404651761055,11.0,1,0,250,2%,4
ing,2022-04-01,24460.96276963499,60778,976000000000,1660,33,1,1,0.1145404651761055,11.0,0,1,250,2%,4
ing,2022-05-01,24467.642359535534,60778,976000000000,1660,33,1,1,0.1273653507232666,2.0,0,0,250,2%,6
ing,2022-05-01,24467.642359535534,60778,976000000000,1660,33,1,1,0.1273653507232666,2.0,0,0,250,2%,6
ing,2022-05-01,24467.642359535534,60778,976000000000,1660,33,1,1,0.1273653507232666,1.0,1,0,250,2%,6
ing,2022-05-01,24467.642359535534,60778,976000000000,1660,33,1,1,0.1273653507232666,10.0,0,1,250,2%,6
ing,2022-05-01,24467.64235953552,60778,976000000000,1660,33,1,1,0.1273653507232666,2.0,0,0,250,2%,6
ing,2022-05-01,24467.64235953552,60778,976000000000,1660,33,1,1,0.1273653507232666,2.0,0,0,250,2%,6
ing,2022-05-01,24467.64235953552,60778,976000000000,1660,33,1,1,0.1273653507232666,1.0,1,0,250,2%,6
ing,2022-05-01,24467.64235953552,60778,976000000000,1660,33,1,1,0.1273653507232666,10.0,0,1,250,2%,6
ing,2022-06-01,24467.642359535326,60778,976000000000,1660,33,1,1,0.11343523859977722,1.0,0,0,250,2%,4
ing,2022-06-01,24467.642359535326,60778,976000000000,1660,33,1,1,0.11343523859977722,1.0,0,0,250,2%,4
ing,2022-06-01,24467.642359535326,60778,976000000000,1660,33,1,1,0.11343523859977722,3.0,1,0,250,2%,4
ing,2022-06-01,24467.642359535326,60778,976000000000,1660,33,1,1,0.11343523859977722,3.0,0,1,250,2%,4
ing,2022-06-01,24467.642359535348,60778,976000000000,1660,33,1,1,0.11343523859977722,1.0,0,0,250,2%,4
