bank,date,web_traffic,cross_visitation,search_interest,rank,incentive,apr,mentions,app_installs,ppc_spend
revolut,2023-01-01,7935.564101445778,0.046070460230112076,32.0,8.0,0.0,0.0,0.0,38126.02519975821,3208.0645934647096
revolut,2023-02-01,7681.633005270518,0.07239819318056107,32.0,8.0,0.0,0.0,0.0,58212.07848576509,2550.043255324586
revolut,2023-03-01,6635.917039374039,0.05255023017525673,32.0,8.0,0.0,0.0,0.0,48438.397896782204,4084.3318821908583
revolut,2023-04-01,4491.217019181385,0.05223880708217621,7.775,8.0,0.0,0.0,1.0,43754.64664175548,2699.645232273606
revolut,2023-05-01,6999.442780011702,0.056300267577171326,4.375,8.0,0.0,0.0,1.0,53588.268102514565,3791.0857785322287
revolut,2023-06-01,5608.260579251467,0.058139536529779434,7.0,8.0,0.0,0.0,2.0,49298.00623892591,3343.618648371849
revolut,2023-07-01,9965.096829150581,0.07571801543235779,4.375,8.0,0.0,0.0,1.0,76422.20494459171,10208.233357191937
revolut,2023-08-01,16445.37661086263,0.0780911073088646,7.0,7.0,0.0,0.0,2.0,125351.22495177167,15126.088814550432
revolut,2023-09-01,9423.148002535894,0.06647399067878723,4.375,7.0,0.0,0.0,1.0,81489.48642049753,5664.1823883781335
revolut,2023-10-01,9094.833809237427,0.08503401279449463,4.375,7.0,0.0,0.0,1.0,91672.1541549056,7416.778371186057
revolut,2023-11-01,7857.143495084002,0.07563025504350662,33.675,8.0,0.0,0.0,0.0,112559.82782197738,24734.997775691405
revolut,2023-12-01,8700.515519822618,0.09968847036361694,7.0,7.580645161290323,0.0,0.0,2.0,96857.04832724229,30311.750577626066
openbank,2021-12-01,17602.8698125209,0.1282798796892166,4.25,4.0,0.0,0.0,5.0,49919.82034368855,21962.397846984863
openbank,2022-01-01,17602.8698125209,0.12762238085269928,5.2,4.0,0.0,0.0,2.0,48647.434439288496,32750.639361247784
openbank,2022-02-01,17602.8698125209,0.11739864945411682,4.5,4.0,0.0,0.0,4.0,28521.997901497445,31578.191541546
openbank,2022-03-01,17602.8698125209,0.107581228017807,4.5,4.0,0.0,0.0,5.0,49919.82034368855,21962.397846984863
openbank,2022-04-01,17602.8698125209,0.1042523980140686,4.5,4.0,0.0,0.0,0.0,8203.981908343214,47152.37630499053
openbank,2022-05-01,13792.995480983114,0.11492536962032318,4.6,4.333333333333333,0.0,0.0,5.0,19055.172023972365,58025.192086734896
openbank,2022-06-01,20353.620333629624,0.10400616377592087,4.5,4.333333333333333,0.0,0.0,0.0,19470.018276513583,55257.233988534055
openbank,2022-07-01,19534.89098998283,0.11993416398763657,4.8,4.0,0.0,0.0,1.0,17927.362138627337,63700.31733666479
openbank,2022-08-01,20023.208162521514,0.11332634091377258,4.0,3.0,0.0,0.0,4.0,17313.617682480966,57144.756767744184
openbank,2022-09-01,20023.208162521514,0.09742790460586548,4.5,4.333333333333333,0.0,0.0,1.0,19506.749782746945,58592.04364564666
openbank,2022-10-01,9169.36311669034,0.095563143491745,4.6,4.333333333333333,0.0,0.0,4.0,18315.52050098621,31569.080439953435
openbank,2022-11-01,11530.562132413075,0.10619468986988068,4.25,4.333333333333333,0.0,0.0,4.0,17600.96925512374,44745.17961758061
openbank,2022-12-01,28515.85419262995,0.11189515888690948,4.25,3.6666666666666665,0.0,0.0,4.0,17839.33768797849,40148.699959966136
openbank,2023-01-01,24494.214875132067,0.11426255851984024,5.0,5.666666666666667,0.0,0.0,2.0,17450.004611650944,46845.29607084328
openbank,2023-02-01,6808.164100967604,0.10843373835086823,5.25,4.333333333333333,0.0,0.0,4.0,16393.19325452282,53861.95055844706
openbank,2023-03-01,22470.826102761795,0.12189202010631561,4.75,4.666666666666667,0.0,0.0,9.0,17390.564324743253,55649.10953997759
openbank,2023-04-01,16055.428829553155,0.11354420334100723,5.0,4.666666666666667,0.0,0.0,1.0,18657.5350193219,46932.832500165896
openbank,2023-05-01,20648.96254158443,0.1494923233985901,4.5,4.666666666666667,0.0,0.0,3.0,17403.643590252803,47614.59405321419
openbank,2023-06-01,17035.047467547898,0.11706512421369553,5.0,4.666666666666667,0.0,0.0,3.0,16275.592796747065,83027.98350472582
openbank,2023-07-01,19151.87148367556,0.13167938590049744,4.8,2.0,0.0,0.0,4.0,15813.371466558156,116551.69470975432
openbank,2023-08-01,11585.968429359173,0.14761905372142792,4.0,1.5,0.0,0.0,2.0,15274.571189223398,61949.543752384416
openbank,2023-09-01,8604.217514977208,0.13172252476215363,4.5,1.5,0.0,0.0,3.0,17038.231842706955,66894.92473253625
openbank,2023-10-01,11373.377131753588,0.10647181421518326,4.4,1.5,0.0,0.0,5.0,19229.684379073737,87383.7333267161
openbank,2023-11-01,10553.927787335704,0.12666666507720947,3.5,1.8529411764705883,0.0,0.0,4.0,12728.229559718777,92926.13432300367
openbank,2023-12-01,24651.811837706096,0.13971742987632751,4.2,1.5806451612903225,0.0,0.0,4.0,14572.237309898255,112880.26240076209
myinvestor,2021-12-01,5319.608622705422,0.06832297891378403,7.0,5.0,0.0,0.0,2.0,21063.783046857945,21353.566382922185
myinvestor,2022-01-01,6577.851993048615,0.06711409240961075,7.0,5.0,0.0,0.0,2.0,21063.783046857945,21353.566382922185
myinvestor,2022-02-01,4031.716960163975,0.04973822087049484,7.0,5.0,0.0,0.0,2.0,21063.783046857945,21353.566382922185
myinvestor,2022-03-01,4941.009311037862,0.05906040221452713,7.0,5.0,0.0,0.0,2.0,21063.783046857945,21353.566382922185
myinvestor,2022-04-01,5774.73445521747,0.05010438337922096,7.0,5.0,0.0,0.0,2.0,977.8463775184327,5314.656370605829
myinvestor,2022-05-01,4701.67615195101,0.050264548510313034,32.0,4.0,0.0,0.0,0.0,2542.2433579140193,2052.625110820062
myinvestor,2022-06-01,3743.6978269564174,0.04216867312788963,7.775,4.0,0.0,0.0,1.0,3115.206237503902,1599.4459404517675
myinvestor,2022-07-01,8887.531979881833,0.0494699664413929,56.75,4.0,0.0,0.0,6.0,2438.7171973829572,904.7108966730457
myinvestor,2022-08-01,6295.460706653864,0.05089058354496956,44.875,6.0,0.0,0.0,4.0,2625.7964095427683,494.7922738260805
myinvestor,2022-09-01,6546.830235428043,0.04538087546825409,44.875,6.0,0.0,0.0,4.0,2383.10967233876,1664.645963776358
myinvestor,2022-10-01,7167.531538575914,0.05783132463693619,56.75,6.0,0.0,0.0,6.0,2109.27226763416,3756.9373185354693
myinvestor,2022-11-01,6307.812017711763,0.057245079427957535,4.375,8.0,0.0,0.0,5.0,2278.209822928149,3827.8251547135333
myinvestor,2022-12-01,7304.328761345544,0.07518796622753143,44.875,7.0,0.0,0.0,4.0,2642.2149231870817,2680.353302570572
myinvestor,2023-01-01,8734.948773057473,0.0517241396009922,7.0,8.0,0.0,0.0,2.0,3409.4551090051978,2047.8199694607256
myinvestor,2023-02-01,19912.767403405633,0.06617647409439087,56.75,7.0,0.0,0.0,11.0,4969.834532349376,2123.120656098871
myinvestor,2023-03-01,17370.94663979311,0.040662650018930435,44.875,10.0,0.0,0.0,4.0,5088.181672116009,975.5007478873174
myinvestor,2023-04-01,11503.598498976402,0.05088495463132858,56.75,10.0,0.0,0.0,8.0,4208.802863045492,2844.6717575824305
myinvestor,2023-05-01,8063.71476260001,0.04940711334347725,56.75,10.0,0.0,0.0,7.0,3665.620049470583,6757.009642287456
myinvestor,2023-06-01,11695.0782654102,0.057544756680727005,56.75,10.0,0.0,0.0,7.0,4353.180345290553,8798.013770707254
myinvestor,2023-07-01,9215.53662651582,0.06465516984462738,44.875,10.0,0.0,0.0,4.0,4030.5121761483524,15363.800930405463
myinvestor,2023-08-01,10196.614426445682,0.07939508557319641,7.775,10.0,0.0,0.0,1.0,4368.109792251927,16199.308217036603
myinvestor,2023-09-01,15325.244152409185,0.06410256773233414,44.875,10.0,0.0,0.0,4.0,4762.093597155279,12257.912179615605
myinvestor,2023-10-01,13931.765275155927,0.06941431760787964,7.0,10.0,0.0,0.0,2.0,1158.805799748358,9989.87335605655
myinvestor,2023-11-01,12300.92091394445,0.06535948067903519,4.375,10.0,0.0,0.0,1.0,2354.039896688341,10617.635371274613
myinvestor,2023-12-01,13585.142358994319,0.09615384787321091,7.0,10.0,0.0,0.0,2.0,5088.412849681757,11681.563545206813
bankinter,2021-12-01,8733.56083469671,0.10576923191547394,12.0,1.6666666666666667,0.0,5.0,4.0,28521.997901497445,31578.191541546
bankinter,2022-01-01,11410.593442735666,0.09418604522943497,11.6,1.6666666666666667,0.0,5.0,1.0,43605.699636587604,1506.1100264172692
bankinter,2022-02-01,8891.661052867186,0.08308308571577072,10.75,1.6666666666666667,0.0,5.0,4.0,28521.997901497445,31578.191541546
bankinter,2022-03-01,7446.9251437005205,0.08257638663053513,10.25,1.6666666666666667,0.0,5.0,2.0,48647.434439288496,32750.639361247784
bankinter,2022-04-01,10285.861726329063,0.10299234837293625,10.0,1.6666666666666667,0.0,5.0,2.0,4875.037307006898,9580.504129488996
bankinter,2022-05-01,5975.582249925638,0.09365558624267578,10.8,2.0,0.0,5.0,4.0,9616.980733205857,6109.397797053324
bankinter,2022-06-01,7762.845174982507,0.11358452588319778,11.75,1.3333333333333333,0.0,5.0,1.0,8955.587196078535,9281.160224898027
bankinter,2022-07-01,6762.668090547939,0.08519437909126282,11.4,1.6666666666666667,0.0,5.0,2.0,9769.077845662825,7962.663702916243
bankinter,2022-08-01,5397.61571806962,0.09554140269756317,9.0,3.6666666666666665,0.0,5.0,0.0,10151.098702144913,6932.165408848114
bankinter,2022-09-01,8613.556577120236,0.10690423101186752,10.25,3.0,0.0,5.0,1.0,11135.500686962641,10100.893841072646
bankinter,2022-10-01,9038.461163024074,0.09372453391551971,9.6,3.0,0.0,5.0,0.0,11399.542730870664,7834.257195053718
bankinter,2022-11-01,13388.845768343379,0.09922347217798233,9.25,1.0,0.0,5.0,0.0,11971.972054713648,6774.046446542367
bankinter,2022-12-01,6247.4198820247275,0.10951893776655197,9.25,1.0,0.0,5.0,1.0,11049.530609863887,5006.486111730139
bankinter,2023-01-01,11173.980088579077,0.09036657959222794,10.4,1.0,0.0,5.0,0.0,11826.696084958347,6313.73359055462
bankinter,2023-02-01,14400.977226220057,0.09603524208068848,10.25,4.0,0.0,5.0,1.0,9843.816724727189,7866.178202791665
bankinter,2023-03-01,15987.257195924634,0.09806834906339645,10.5,5.0,0.0,5.0,2.0,11652.621069545787,2917.5546036585115
bankinter,2023-04-01,10308.194758669017,0.10813149064779282,10.8,5.0,0.0,5.0,2.0,10559.046618955917,7982.019389941205
bankinter,2023-05-01,24378.839259055894,0.08206154406070709,10.25,5.0,0.0,5.0,2.0,10856.948725860491,13666.266363294537
bankinter,2023-06-01,10733.464506580975,0.09327731281518936,11.0,5.0,0.0,5.0,3.0,12488.88531011814,26366.879598590123
bankinter,2023-07-01,12473.692111833258,0.08196721225976944,11.8,3.0,0.0,5.0,3.0,12620.3989171547,16496.933322713052
bankinter,2023-08-01,16491.783897844,0.10012210160493851,9.0,3.0,0.0,5.0,0.0,10955.062917598294,5575.751455674466
bankinter,2023-09-01,14668.724298778588,0.09787233918905258,9.75,3.0,0.0,5.0,0.0,11074.363605113482,11196.510737814748
bankinter,2023-10-01,16023.529139976768,0.0881316065788269,10.4,3.0,0.0,5.0,3.0,11431.833865909744,15574.00508142919
bankinter,2023-11-01,10137.764259432939,0.10818713158369064,10.25,4.0,0.0,5.0,2.0,12358.22778286657,13719.702644953957
bankinter,2023-12-01,8809.659637144894,0.11295180767774582,10.6,4.0,0.0,5.0,1.0,9744.307754025936,15346.186109196737
evobanco,2021-12-01,5055.542563928903,0.07981220632791519,2.75,4.0,0.0,5.0,1.0,43605.699636587604,1506.1100264172692
evobanco,2022-01-01,4539.012047327285,0.055327869951725006,2.8,4.0,0.0,5.0,0.0,28646.565818547562,3531.887950030661
evobanco,2022-02-01,6049.457904896492,0.06747787445783615,3.0,4.0,0.0,5.0,1.0,43605.699636587604,1506.1100264172692
evobanco,2022-03-01,9826.19360834962,0.07547169923782349,3.0,4.0,0.0,5.0,2.0,48647.434439288496,32750.639361247784
evobanco,2022-04-01,5028.236253886188,0.07214765250682831,2.75,4.0,0.0,5.0,2.0,2985.786680549623,37096.09050817833
evobanco,2022-05-01,6753.060528080503,0.08377425372600555,3.6,4.0,0.0,5.0,1.0,7137.520071201422,38585.41604783524
evobanco,2022-06-01,5874.30001380048,0.06982758641242981,3.5,3.5,0.0,5.0,0.0,6852.348273196084,37973.13474247267
evobanco,2022-07-01,2726.8682968029243,0.06955530494451523,3.2,3.5,0.0,5.0,1.0,6713.657042784434,46794.599241109645
evobanco,2022-08-01,5641.461710752132,0.06495264172554016,3.25,4.0,0.0,5.0,1.0,6271.504391303135,42714.56857183801
evobanco,2022-09-01,4338.912964526001,0.06060606241226196,3.0,5.5,0.0,5.0,0.0,6226.317044468631,37843.16236614488
evobanco,2022-10-01,4082.4316515533646,0.059683311730623245,3.6,5.5,0.0,5.0,1.0,6528.16643143337,31336.323373973555
evobanco,2022-11-01,6046.18054609565,0.072592593729496,3.0,5.0,0.0,5.0,1.0,6461.869106449663,29933.388242391255
evobanco,2022-12-01,4019.2405856585274,0.07364340871572495,2.75,5.0,0.0,5.0,0.0,6717.451479981533,22615.500275580493
evobanco,2023-01-01,4322.9666970501785,0.06528189778327942,3.2,5.666666666666667,0.0,5.0,0.0,7261.239412771535,34896.792161810554
evobanco,2023-02-01,6607.313703795276,0.07985696941614151,3.0,7.0,0.0,5.0,0.0,7251.365264240716,35859.94417434963
evobanco,2023-03-01,4223.3848013347615,0.0546875,2.5,3.0,0.0,5.0,4.0,6296.882276168271,32349.908648694818
evobanco,2023-04-01,7512.648131975472,0.0597519725561142,3.0,3.0,0.0,5.0,7.0,6480.803403326004,32582.275707950346
evobanco,2023-05-01,9008.812031281263,0.06538461893796921,2.5,3.0,0.0,5.0,0.0,6451.338192917856,48833.45535539295
evobanco,2023-06-01,12311.57811392023,0.0634920671582222,2.75,3.0,0.0,5.0,3.0,6916.282402932981,25811.834129842835
evobanco,2023-07-01,7533.147002392063,0.07006369531154633,3.0,5.0,0.0,5.0,1.0,7486.22280476515,32620.37750248381
evobanco,2023-08-01,8121.277500403561,0.06827308982610703,2.25,7.333333333333333,0.0,5.0,0.0,6944.303976321229,28004.80667979156
evobanco,2023-09-01,9924.854621037495,0.07426376640796661,2.75,7.333333333333333,0.0,5.0,1.0,7170.942401814008,28893.094149350356
evobanco,2023-10-01,10604.39206217207,0.07531380653381348,3.0,7.333333333333333,0.0,5.0,3.0,9278.633948351675,24076.127526142332
evobanco,2023-11-01,9441.869500773428,0.08252426981925964,3.0,7.333333333333333,0.0,5.0,1.0,8053.7148464101665,24654.021930372222
evobanco,2023-12-01,10035.281182273045,0.0882352963089943,2.8,7.473118279569892,0.0,5.0,2.0,6659.765075782419,19206.7638559778
santander,2021-12-01,22325.885970519714,0.11692307889461517,65.5,7.473118279569892,0.0,0.0,5.0,49919.82034368855,21962.397846984863
santander,2022-01-01,28331.2450436668,0.10747185349464417,66.2,7.473118279569892,0.0,0.0,2.0,48647.434439288496,32750.639361247784
santander,2022-02-01,23798.819170009858,0.11924342066049576,65.5,7.473118279569892,0.0,0.0,6.0,42074.01834619137,35133.665835486674
santander,2022-03-01,24808.561729103767,0.11270801723003387,62.0,7.473118279569892,0.0,0.0,4.0,28521.997901497445,31578.191541546
santander,2022-04-01,24739.758728911518,0.12859195470809937,58.5,7.473118279569892,0.0,0.0,1.0,29780.74000921623,14070.645718350735
santander,2022-05-01,37041.514189187285,0.11447083950042725,63.8,7.473118279569892,150.0,0.0,6.0,93231.41892156182,24385.125387385066
santander,2022-06-01,35471.86559895081,0.11178247630596161,67.25,7.473118279569892,150.0,0.0,0.0,95252.42499883097,16251.805700695864
santander,2022-07-01,35951.67483036381,0.11861743777990341,66.8,7.473118279569892,150.0,0.0,2.0,81621.03900787726,15561.461226707404
santander,2022-08-01,40746.600434049076,0.13240741193294525,57.75,6.0,150.0,0.0,1.0,86930.45297270367,19864.24054032964
santander,2022-09-01,41933.05791457712,0.12482065707445145,61.25,5.0,150.0,0.0,3.0,111946.10120077885,16435.033865434703
santander,2022-10-01,64291.32232392245,0.12553372979164124,62.0,5.0,150.0,0.0,2.0,110575.76382264176,31946.954915975897
santander,2022-11-01,53373.40089487209,0.13099487125873566,58.5,1.0,150.0,0.0,0.0,109899.36614154346,19893.52415147735
santander,2022-12-01,30042.073993923863,0.14211618900299072,55.0,1.0,150.0,0.0,1.0,104344.35469669032,11645.115799702866
santander,2023-01-01,55681.19440177619,0.12159863859415054,61.6,2.0,150.0,0.0,1.0,103623.06647316038,17629.460820599994
santander,2023-02-01,60995.204257847,0.12372013926506042,61.25,1.0,150.0,0.0,3.0,90748.15255281291,13294.698793732314
santander,2023-03-01,54901.09401612448,0.1638290286064148,64.75,1.0,150.0,0.0,1.0,108259.98589104587,8975.265091058624
santander,2023-04-01,48906.0560246578,0.12216828763484955,62.6,1.0,150.0,0.0,3.0,104430.12374875545,15778.733127469066
santander,2023-05-01,41976.804616542446,0.10842541605234146,58.25,1.0,150.0,0.0,4.0,114990.11287181868,19777.02687291655
santander,2023-06-01,30059.299366989188,0.12662337720394135,62.75,1.0,150.0,0.0,1.0,107836.38926711841,15130.435165109535
santander,2023-07-01,45095.50277125332,0.12918215990066528,63.8,6.0,150.0,0.0,1.0,109913.20320130377,14876.080277941244
santander,2023-08-01,34290.16042543628,0.11891385912895203,50.5,3.5,150.0,0.0,1.0,94258.47077484803,23196.742520780776
santander,2023-09-01,40388.73782070144,0.12549643218517303,56.25,3.5,400.0,0.0,3.0,115545.87440568948,18453.99132496382
santander,2023-10-01,36636.70663343732,0.12634672224521637,58.6,3.5,400.0,0.0,4.0,105536.78326307905,18587.526350490734
santander,2023-11-01,35387.63013874749,0.12121212482452393,59.75,1.5,400.0,0.0,3.0,87875.84750877334,30037.515264875416
santander,2023-12-01,29101.697517262797,0.15919628739356995,62.8,1.8064516129032258,400.0,0.0,2.0,77851.1483894019,18659.9218797962
